final_pre,label
2.9777764,2.9755
4.8249954,4.83
1.9835888,1.99014
3.0084697,3.01112
-0.0526952,-0.0533
3.246933,3.2467
4.1655134,4.1596
2.3419556,2.347
-0.0371727,-0.0405
2.2404406,2.2437
3.9236885,3.92602
3.863167,3.86658
4.4210182,4.42582
1.9479031,1.9458
0.6037273,0.5997
2.9254681,2.9194
2.6132609,2.6107
3.9313674,3.9315
3.478531,3.47404
0.4468728,0.44772
4.3051454,4.3125
2.3768755,2.3699
3.6862711,3.6802
4.2307775,4.23382
1.3348734,1.3301
4.4792148,4.4739
1.3934597,1.3897
2.9043019,2.9018
1.9018339,1.8955
4.6505418,4.6482
2.2726728,2.2728
2.3555267,2.3537
2.0543027,2.0485
3.0076231,3.00582
2.8040833,2.7986
4.1287317,4.121
3.2207158,3.22792
2.4288758,2.429
4.0194033,4.0143
2.9036393,2.9005
0.7594681,0.76514
4.2305364,4.22892
3.8402066,3.8394
0.5312534,0.5299
3.9652679,3.9661
3.5913071,3.59592
3.8656865,3.86678
-2.0839225,-2.078
3.083955,3.08234
3.8062567,3.8089
1.1648507,1.1618
4.5551463,4.5593
1.5179354,1.51614
2.7701668,2.76982
1.0024294,1.0024
4.2491862,4.25438
3.3519024,3.3539
2.7650738,2.7736
4.0150764,4.01564
4.4494988,4.44832
3.0469061,3.0463
2.0782544,2.07832
4.2766184,4.27024
0.1712481,0.2174
3.9764107,3.978
1.1210341,1.1168
0.6957771,0.6887
1.1576945,1.1615
4.4078174,4.4095
2.7228805,2.71372
3.1128379,3.1145
2.7173132,2.71614
3.1389556,3.14232
3.4191147,3.4132
1.7279095,1.7341
3.1057479,3.10172
-1.5383931,-1.5647
4.1585303,4.1545
0.4469087,0.44462
2.8117671,2.8136
4.5816954,4.57593
2.4788432,2.47972
4.6956394,4.698
3.074265,3.0657
0.2227362,0.2168
3.949897,3.94524
4.1304788,4.12794
3.1630262,3.1552
2.8803368,2.87292
0.9965874,1.0008
2.2151805,2.21964
4.2977242,4.29472
3.7059269,3.69844
3.5594451,3.56394
1.0414092,1.0485
3.2360921,3.24014
2.5119741,2.5186
1.6096014,1.6095
3.0493909,3.04492
3.3761373,3.3783
3.6412164,3.64742
2.9336011,2.929
3.6563842,3.6608
1.9396992,1.9346
1.4116784,1.4122
1.0771579,1.07422
1.3770345,1.3866
2.0460043,2.0405
2.8237679,2.83006
1.33476,1.3424
0.6377987,0.6332
1.0981977,1.1077
-2.0336543,-2.0227
2.3959851,2.39802
0.420686,0.4226
1.2996591,1.3064
4.0305653,4.0286
2.7098919,2.7145
1.6705208,1.6732
0.1246582,0.124
3.7264399,3.7309
3.0367038,3.0432
2.6670912,2.6688
3.632558,3.6286
4.1460808,4.14452
1.2411144,1.2392
3.1000185,3.0989
2.2516806,2.2555
3.9115531,3.909
3.8173964,3.8181
1.8372486,1.83712
3.288523,3.28392
1.765056,1.77042
4.238383,4.2339
2.8703301,2.87762
0.0233293,0.02472
4.5272092,4.53224
1.8100519,1.80608
3.060957,3.0587
1.2292908,1.22742
3.6673468,3.6608
2.6942313,2.693
3.1597744,3.1565
3.311869,3.3024
3.8511767,3.8434
0.3043957,0.3008
2.4147516,2.4115
2.5677079,2.5588
2.287186,2.28738
3.5522936,3.54612
2.2447037,2.2414
2.2209707,2.2256
3.0096864,3.0103
1.2582094,1.2634
3.6760836,3.6765
3.7363107,3.72942
3.3169511,3.3143
2.5053778,2.5103
4.0572558,4.0564
3.7082686,3.7098
1.230029,1.224
2.7141716,2.71566
1.3596763,1.36074
2.7799636,2.7759
3.4050717,3.3967
4.3843569,4.38472
3.1283156,3.1275
2.7046225,2.7066
1.9146717,1.9181
3.9301734,3.9395
3.9405057,3.94384
2.5216324,2.5283
-0.646072,-0.6445
0.6130854,0.6146
3.0664604,3.073
4.3851378,4.3815
2.2177294,2.21752
2.6557043,2.6635
2.6740313,2.6739
3.652289,3.6549
2.671303,2.66792
3.4340727,3.4402
1.8198321,1.8168
3.0922028,3.0901
0.8628712,0.8578
3.9680812,3.96302
2.2594847,2.2559
3.0133107,3.0221
3.1256784,3.1196
1.5089234,1.5101
0.887698,0.8807
0.3093246,0.3035
1.8512089,1.8419
3.1272194,3.12592
-1.5780504,-1.5807
2.8782862,2.87742
3.0406406,3.0373
1.4582783,1.4504
-0.0704411,-0.07158
2.5045748,2.50292
4.9225282,4.92892
1.4936046,1.5334
4.1904307,4.1884
3.0924028,3.0896
1.9672197,1.9758
3.1190126,3.1211
3.6435221,3.6443
1.5807486,1.57464
1.7152297,1.7126
1.9808947,1.977
4.0679567,4.06942
3.7137328,3.7133
3.2586886,3.25994
-0.1109693,-0.1145
4.2332789,4.2432
3.9748084,3.9735
4.4777372,4.46982
3.1497582,3.151
0.6408751,0.6356
2.7900553,2.7901
1.9545645,1.9515
3.3009366,3.3085
1.0179476,1.0118
0.5567075,0.5533
3.6871478,3.6885
1.4423369,1.4501
2.3124829,2.3029
4.873294,4.8776
1.5352204,1.539
3.5938643,3.59402
-0.0056068,0.04854
4.2758999,4.2697
1.7575997,1.75312
2.9378751,2.9398
-0.0703821,-0.0791
4.2607371,4.2636
4.3405174,4.34604
1.1859195,1.18804
1.2986538,1.3012
2.6385998,2.6367
3.9753947,3.97616
0.9048076,0.9034
2.1017244,2.1055
3.505357,3.5008
-0.7889178,-0.79334
1.9957837,2.001
2.0757843,2.0782
4.5768804,4.57857
-0.8289266,-0.8239
-0.2288205,-0.2204
1.8649168,1.8625
3.5866594,3.5817
2.2669612,2.3002
4.1075732,4.11244
4.5565004,4.5577
1.747,1.7413
2.2497396,2.24434
3.1266742,3.1346
-3.6979385,-3.7181
0.2202694,0.2142
4.4504548,4.4476
3.6748563,3.6764
3.3475455,3.34838
0.4923609,0.4904
0.7598914,0.76678
1.7523694,1.7584
3.5906033,3.5857
1.6583382,1.6636
3.483653,3.488
-0.3998687,-0.4061
3.7912693,3.79012
3.0124111,3.0065
1.2584125,1.2567
1.9884544,1.99332
4.5633007,4.56332
3.5143484,3.5081
1.1160845,1.1124
2.9050334,2.9062
3.0228329,3.0237
2.0170434,2.0144
1.896745,1.8958
4.0002397,4.0012
3.5296783,3.5258
2.5913345,2.5876
2.5410786,2.54134
3.7059071,3.7122
-1.319455,-1.3243
2.7646138,2.77142
2.0662091,2.0743
-1.1800568,-1.1839
3.6077513,3.6094
-0.6728125,-0.6672
2.6653766,2.66382
2.0275571,2.0267
3.8380686,3.8411
3.0500364,3.0548
2.5555755,2.5482
1.3068173,1.304
3.9192526,3.9204
2.1724238,2.17824
2.8357377,2.8362
2.8235567,2.83
1.7752953,1.7817
3.8098947,3.8127
3.9244342,3.92572
0.5553672,0.5541
3.881837,3.8767
1.5646927,1.5595
0.9536413,0.9446
0.6190171,0.6283
2.0859862,2.0814
0.6809374,0.6738
3.20241,3.2063
1.964086,1.9601
-0.0143889,-0.0195
3.3670192,3.36392
2.9509223,2.95012
2.7046772,2.6986
2.0885564,2.09232
2.8823481,2.8824
3.8417855,3.8392
1.472137,1.4678
1.0858914,1.0943
2.3841422,2.3798
2.8572185,2.858
5.0965776,5.09412
1.7215044,1.7154
4.360348,4.36534
1.5833028,1.5764
3.7737087,3.77792
1.6875998,1.6814
2.6991409,2.7018
2.2962509,2.3045
3.3379825,3.33878
3.7356712,3.73092
-0.2767987,-0.2856
1.7778106,1.77262
3.5059221,3.5153
3.3842136,3.38476
1.7601571,1.7509
3.0564215,3.0571
4.5391884,4.54034
2.0820486,2.08362
2.5100236,2.5074
3.5414498,3.54132
3.4301579,3.43012
3.8271901,3.8256
3.0827764,3.084
1.2198807,1.2187
-1.7714148,-1.7701
2.1522968,2.1595
2.8499999,2.8558
3.4208787,3.42652
2.3548248,2.3522
5.2390866,5.2329
2.156715,2.15424
1.3169979,1.32524
1.5946941,1.596
2.8740015,2.86908
3.122574,3.12064
3.9319508,3.934
-1.1490992,-1.14668
3.1192082,3.1098
2.6391284,2.63782
3.9206146,3.92062
3.2368054,3.23282
2.1925876,2.19432
-1.7682928,-1.7801
3.5772606,3.58126
4.2285685,4.2272
3.7193081,3.7193
-0.5109336,-0.51402
1.2843748,1.2883
3.2065174,3.2138
1.9708009,1.97132
4.1081671,4.1102
2.3130458,2.3137
1.1325171,1.13148
2.5067249,2.5067
2.5653606,2.5632
1.9768826,1.9738
3.9606649,3.9553
2.2205075,2.2295
2.4987218,2.5015
-0.3327227,-0.33236
3.088225,3.0911
3.3428872,3.34994
2.7510574,2.7433
3.7137413,3.7112
0.7213649,0.71572
3.0130277,3.0006
0.1996078,0.19592
2.7873288,2.7871
0.0540075,0.0584
4.0319598,4.0331
1.8671526,1.872
2.555086,2.55204
2.5143794,2.51632
-0.0775178,-0.0801
3.0552664,3.0583
3.3705498,3.36952
1.4100351,1.4074
4.4802833,4.4794
4.0212236,4.0174
3.8695303,3.8705
0.0088302,0.01372
1.4118941,1.4109
4.533403,4.5295
3.7112819,3.71372
3.5382747,3.53176
2.6114046,2.6179
0.8690056,0.86822
1.6414549,1.64132
1.1871412,1.1876
3.1033843,3.10672
3.2355263,3.2303
0.7468993,0.7463
1.6871771,1.6802
1.7454823,1.7514
1.6066338,1.6072
2.8076316,2.8071
1.7030332,1.7014
3.5163152,3.51772
0.2873482,0.2829
3.1538528,3.14342
4.2446591,4.24922
1.7126598,1.7043
2.9587323,2.9648
3.348614,3.34762
3.3865618,3.38662
2.3511322,2.3516
2.52019,2.5257
3.811921,3.8032
3.4949609,3.49522
2.8234704,2.81888
2.0492306,2.0536
2.7591504,2.7544
3.3475888,3.3474
2.8597421,2.8551
3.5241622,3.5195
1.728946,1.7226
3.1343649,3.1322
2.5729877,2.5721
4.3453625,4.3481
-0.8267699,-0.8371
3.8381451,3.8435
1.300241,1.3009
1.7926981,1.79534
4.94762,4.94482
0.6984362,0.7002
0.0102167,0.0075
4.2599025,4.266
3.2355518,3.226
2.1128218,2.1084
3.7643503,3.76596
4.1224193,4.12462
3.0080741,3.01158
1.8910062,1.8921
3.695785,3.7026
4.1960937,4.19422
0.9960081,0.98812
-2.3876549,-2.3568
2.8373602,2.8344
1.6058015,1.6086
3.4915972,3.48419
4.4518555,4.4534
-0.212082,-0.2081
1.9698695,1.9627
0.6854238,0.6896
1.8357886,1.83364
2.9165899,2.9216
1.5420302,1.546
3.2522626,3.2499
3.6609318,3.6636
3.3209121,3.31984
5.3882408,5.38404
3.9869418,3.99424
3.4329632,3.4413
2.4242166,2.42122
-0.9047453,-0.9077
5.1065338,5.10112
2.8538477,2.8541
2.2954142,2.30108
2.5626774,2.55422
3.1614808,3.1605
3.309042,3.30932
0.3319047,0.3324
3.8768522,3.8757
3.1861832,3.18918
1.1559674,1.1595
2.1780307,2.1707
-1.2254301,-1.23238
3.5147685,3.5226
3.5863929,3.5911
3.8772298,3.87646
4.5495554,4.55702
-0.4233675,-0.42252
2.2506764,2.24472
0.929854,0.93262
2.7327155,2.7245
1.6864931,1.6928
1.8642457,1.8655
2.5112002,2.51762
3.432584,3.4391
2.8127495,2.81216
2.9435763,2.9423
2.7367824,2.737
4.0364299,4.0421
2.9458125,2.94608
1.6685142,1.6708
4.0298365,4.0274
2.4484861,2.4527
3.3950283,3.3871
1.2892238,1.28334
1.9466651,1.94332
1.4509724,1.4552
1.1580416,1.1523
2.7720581,2.763
3.6144808,3.60912
-0.0989272,-0.0954
1.0552969,1.065
3.0286462,3.0488
0.0244722,0.0326
4.990899,4.9897
3.9493497,4.1387
1.8394797,1.839
2.2904209,2.2879
3.2655411,3.26482
3.1994041,3.1978
1.6917576,1.68532
2.1218833,2.1148
2.7391805,2.7329
3.870931,3.87738
2.7521053,2.7548
0.8706452,0.8711
1.9705506,1.9761
2.8186907,2.82088
1.6044968,1.6026
2.2316976,2.2306
0.9630965,0.9613
4.0259899,4.0247
-1.7825475,-1.7822
1.3301368,1.3352
2.4764751,2.4713
1.2410204,1.0687
3.1273297,3.1336
2.4628241,2.4631
3.445017,3.45094
1.0212794,1.0254
3.1447041,3.14324
3.7181702,3.72144
-2.6202962,-2.6205
3.2217083,3.2649
3.8300403,3.82932
3.7775886,3.7696
1.3165326,1.31574
1.9628169,1.9694
2.1668482,2.1698
3.361819,3.35794
3.186347,3.18268
-0.7646524,-0.7727
2.7217854,2.72618
0.8099704,0.8105
0.8528059,0.856
3.2543431,3.2484
2.6684577,2.6713
3.0777784,3.0745
1.0936326,1.0921
2.2022934,2.20652
3.4123427,3.4201
1.4532251,1.4475
2.8620304,2.85732
1.9107696,1.9011
3.2951907,3.29112
0.5494153,0.5531
3.6645211,3.65722
4.1990724,4.206
-0.4066165,-0.39851
1.926271,1.9274
3.8319055,3.8269
1.0432283,1.04738
4.3005436,4.2922
1.3313831,1.3319
1.5954867,1.5966
3.242674,3.2383
4.5278266,4.5327
1.1438051,1.14518
3.8881265,3.8941
2.2826473,2.28936
1.905219,1.9019
3.8766512,3.87674
4.1298165,4.12878
1.5565042,1.5562
2.6461158,2.64258
0.3062583,0.3011
1.9268304,1.9218
3.3910261,3.3993
2.2277438,2.22502
2.685464,2.6835
2.1140215,2.1186
3.6147337,3.6076
0.9149895,0.90992
1.5862484,1.5824
2.8310507,2.8289
1.7788245,1.77
3.4020104,3.399
1.3734412,1.37582
0.375823,0.3759
3.4051304,3.41102
1.6481357,1.6486
2.5980997,2.5982
3.9679487,3.96232
2.9402311,2.9347
2.1612566,2.1702
4.8271576,4.8311
0.2475987,0.2565
-1.7131812,-1.713
2.7489282,2.7461
3.2089013,3.2039
2.7937518,2.79404
1.7023265,1.7004
4.962188,4.9647
2.5302577,2.54
1.6703229,1.66992
1.4536361,1.4535
2.4653499,2.46374
4.6426559,4.6425
2.1189836,2.122
3.0375828,3.03732
-0.9324916,-0.941
2.851174,2.8474
-0.3679518,-0.3692
4.3636516,4.3648
4.0717103,4.073
1.1528991,1.1445
2.9034523,2.9081
4.0488433,4.0563
1.0003466,1.0046
3.3378718,3.33692
4.6769149,4.6807
4.5845462,4.5938
3.8418214,3.83962
3.7400602,3.74162
1.1747621,1.17242
1.8199507,1.8146
1.0603132,1.0551
3.7249421,3.7288
4.0969858,4.09572
0.1605572,0.159
2.5903352,2.58512
2.9363362,2.9431
1.6699566,1.6764
2.8710602,2.8664
1.1043638,1.1024
0.1996407,0.20592
2.3319823,2.3316
2.6472292,2.6465
2.5978454,2.59872
2.3623245,2.3615
3.5226062,3.52652
2.5258457,2.53094
3.0053022,2.996
-0.2918997,-0.2958
1.8313468,1.8295
3.5087386,3.4997
2.7994312,2.7986
2.6142736,2.60232
2.666968,2.67064
1.7250191,1.731
0.7442383,0.73414
4.1932824,4.1885
1.9005353,1.9098
2.8303201,2.8293
3.0707991,3.076
-0.0216139,-0.0259
0.9589308,0.9655
4.6245723,4.62134
0.9353031,0.98772
4.429024,4.4276
3.6458983,3.6438
4.1835586,4.18372
1.0947874,1.0893
-0.1169241,-0.1237
1.11116,1.10842
1.7563631,1.7593
3.9078817,3.9087
3.0936929,3.10022
3.4211386,3.41832
1.8621953,1.8676
0.7856339,0.7873
3.7973202,3.7996
1.9632359,1.9645
2.4686062,2.46912
3.2885638,3.28938
-0.1033969,-0.1035
3.6788894,3.6796
3.3120304,3.3174
4.5562258,4.55348
1.1521897,1.1517
4.5814996,4.5778
3.4703664,3.4719
-0.5361329,-0.5395
1.4032277,1.40552
2.1944707,2.0311
1.5279022,1.5242
0.9084334,0.9096
2.3903044,2.3839
4.1371881,4.1346
4.3714959,4.3723
5.2719111,5.27372
3.2962947,3.29292
1.9630555,1.96402
-0.0889586,-0.0831
2.5738902,2.5737
-0.4343682,-0.4364
1.2360564,1.2281
0.8515906,0.85882
3.1511222,3.1539
1.791969,1.7898
3.2886879,3.2906
2.896426,2.9017
1.7919886,1.7892
-1.8331525,-1.841
2.542201,2.5411
4.2115336,4.21324
3.2623508,3.26242
2.7302693,2.7305
1.3149147,1.3129
2.1852505,2.1878
2.8535151,2.8635
0.4233507,0.4246
4.5959313,4.5905
0.425806,0.4345
3.2960955,3.294
0.2113444,0.2054
4.4671852,4.46814
1.4882411,1.48558
2.6358042,2.64192
2.4059031,2.4035
3.9710999,3.9703
2.4542588,2.4543
2.7517939,2.7544
2.9199961,2.9281
1.6679341,1.66348
2.9727367,2.9651
3.680234,3.67782
4.4593827,4.46614
1.5632416,1.5693
3.2326354,3.23602
3.8379875,3.8354
1.6461737,1.6443
3.26924,3.27882
4.0678651,4.0622
2.1362773,2.1302
0.911789,0.9183
2.8787749,2.87612
1.9422946,1.94972
3.6529374,3.64352
-0.3555381,-0.3647
3.4510637,3.4577
1.3580555,1.35878
2.740347,2.7475
3.0758287,3.0787
1.9222497,1.9215
3.2024709,3.2058
1.3038574,1.3045
3.828425,3.8375
2.3132686,2.3164
3.1455202,3.1494
2.983203,2.97812
4.9944952,5.00142
1.3602006,1.3584
3.0056133,3.0008
4.4623552,4.45462
3.0502479,3.0545
2.2226809,2.2325
0.5450175,0.545
-0.0055067,-0.0058
3.1655279,3.168
3.0653077,3.07024
1.6672088,1.663
2.5573402,2.5623
3.9693476,3.9643
2.9184445,2.91762
3.3262717,3.3237
2.7661322,2.7591
2.902891,2.894
4.1535436,4.15104
3.6762649,3.6813
1.6817342,1.6838
3.2770695,3.27712
2.3010408,2.2964
3.1590621,3.1598
1.2099167,1.20552
1.7066944,1.7132
4.2407825,4.24
3.4676316,3.47152
2.8127689,2.8097
4.559603,4.55024
3.454077,3.4543
3.927613,3.9287
1.4288002,1.4316
0.6931326,0.685
5.3048483,5.3154
-0.4623655,-0.456
0.6055695,0.60302
4.6428209,4.6343
3.8267327,3.82502
1.788867,1.7861
2.1591469,2.16054
1.2556755,1.2568
2.2164025,2.2189
4.1067037,4.10234
2.1217934,2.11692
3.2698502,3.2674
-0.3150887,-0.3195
2.5404641,2.5436
1.8518363,1.8487
4.6572384,4.6649
0.8641194,0.86472
4.7263005,4.72472
3.2996278,3.2997
1.1571351,1.1609
2.0606374,2.0626
2.6363788,2.6382
2.4426782,2.4387
3.8557746,3.8575
1.5269598,1.5269
1.4565848,1.4535
0.065257,0.06
1.0938961,1.08992
4.4159055,4.42222
1.4908654,1.4865
4.1320477,4.1253
-1.188096,-1.1708
2.2885969,2.29242
3.5288501,3.5281
1.023525,1.0209
3.26917,3.2678
4.1115555,4.10502
3.3334275,3.332
3.6453848,3.65002
2.352529,2.35102
3.1142777,3.1109
3.2678015,3.26552
2.0042459,2.0088
4.0712323,4.0701
3.4271001,3.41892
3.9324042,3.9316
1.1926572,1.1946
0.9193459,0.91628
3.0881664,3.0929
3.04087,3.0385
3.0249144,3.0259
3.0562848,3.0525
1.2193289,1.2158
0.4842061,0.4985
1.1021866,1.10024
4.5688983,4.5688
1.9049926,1.9121
3.6825055,3.6878
1.0687619,1.07152
3.5546065,3.5569
2.5847823,2.5755
4.1752609,4.1837
2.5821094,2.5846
2.6187498,2.612
2.056959,2.0532
-0.261759,-0.2656
2.4862679,2.48248
-0.8096861,-0.8004
2.5367611,2.5399
2.5131054,2.5126
1.1002572,1.10152
3.6128827,3.615
1.9797886,1.97962
3.1083397,3.11222
0.065,0.1122
2.6171662,2.6133
1.2469387,1.2449
2.2768824,2.2725
1.6860705,1.6881
0.8240329,0.8288
1.8960302,1.8966
4.1292925,4.12792
2.0202037,2.0253
4.3627777,4.3626
4.1905064,4.1866
2.2942049,2.2919
3.6048701,3.6131
3.20254,3.2037
1.9264847,1.9299
1.1412693,1.137
1.6821035,1.688
1.0107003,1.0155
1.3535035,1.3593
1.8105252,1.8105
4.8888673,4.8837
2.3215041,2.31758
2.266371,2.26192
2.1906873,2.18992
3.0549489,3.06188
2.5251416,2.51944
3.0358273,3.03318
3.5117171,3.5065
1.9530283,1.95822
2.3876265,2.38332
3.9829779,3.9791
1.852475,1.8509
4.3168034,4.31042
1.5727829,1.58232
3.3841976,3.3869
5.2750856,5.27744
3.6305035,3.626
-4.233499,-4.9405
1.6858007,1.6939
3.7820757,3.78766
1.2629399,1.2629
3.1902594,3.1899
3.7295257,3.7338
2.5408953,2.5336
1.0705605,1.07412
-0.3653945,-0.36828
2.540593,2.5378
3.9609266,3.9655
2.7302557,2.7316
4.2500256,4.2505
-1.2706518,-1.2531
2.0193222,2.0195
2.6668462,2.66128
0.0962945,0.0953
1.57725,1.5789
2.057374,2.0538
3.321648,3.3234
2.8151604,2.81152
2.7897542,2.7861
3.6137945,3.60722
2.6065243,2.60884
3.9238339,3.92326
1.4635861,1.47028
3.632147,3.63602
2.6333192,2.6303
4.70513,4.7016
4.615893,4.6201
3.5651086,3.56782
3.3541686,3.35632
0.7685478,0.76704
4.738122,4.7399
3.7900189,3.7951
3.2850839,3.28452
-0.4421371,-0.4507
2.0776672,2.069
3.5550185,3.5416
-1.3318731,-1.3324
1.1649487,1.1563
2.504944,2.5066
2.8858933,2.8916
3.332655,3.3289
1.7436108,1.7384
2.2844679,2.2922
3.0714351,3.0774
3.078837,3.0797
0.4037989,0.4104
2.9627504,2.9668
2.9010938,2.90362
1.638795,1.6409
-0.4446926,-0.4461
3.0979564,3.10402
2.4420423,2.4372
2.6387917,2.63584
1.6082613,1.6089
1.2989071,1.29548
2.5049729,2.5067
3.3401926,3.33462
2.5928081,2.5896
3.6850311,3.694
1.2812085,1.2883
2.1935449,2.1873
1.0480477,1.0381
-1.1691474,-1.1669
0.9382841,0.9391
2.3811912,2.3896
1.5438584,1.53818
3.2900205,3.29722
3.7190323,3.7159
3.0054453,3.0057
2.7599229,2.7566
3.6417592,3.64054
2.9452848,2.95234
-0.356495,-0.3477
1.7535115,1.7524
3.9377921,4.029
3.8660997,3.8633
2.7679549,2.7675
2.3649174,2.3664
4.0599793,4.05398
2.2322479,2.2415
2.8831943,2.8959
4.3356321,4.34
2.2273928,2.219
0.8978188,0.89958
2.5777018,2.5785
1.7579275,1.7516
3.8078579,3.80994
3.7181091,3.71964
2.5914818,2.5936
2.3781235,2.3755
2.0918132,2.0909
1.2191188,1.21384
2.1599864,2.1626
4.8941315,4.8919
1.8797033,1.8785
3.0541241,3.05082
2.6302657,2.6293
1.8736556,1.8696
2.0679908,2.07434
3.3883594,3.3979
4.0966549,4.1026
0.698414,0.695
1.5846563,1.5909
1.4561777,1.4577
0.902051,0.9007
1.7687946,1.76578
3.9069744,3.9062
2.2683441,2.27042
2.0701303,2.0647
0.0992097,0.1005
1.6547987,1.6534
1.828303,1.8325
1.8577338,1.8515
3.1878301,3.1836
2.1447612,2.1535
3.5969054,3.58342
0.9385798,0.9377
2.2909267,2.2995
2.3959053,2.4011
2.4315856,2.43292
2.9808409,2.9511
2.0710038,2.06138
2.4339621,2.4375
3.8600397,3.86238
3.8540599,3.8631
2.6289129,2.637
0.337548,0.3401
3.7482136,3.7494
3.1138227,3.10912
0.910622,0.911
2.7606876,2.75892
2.1579637,2.16408
1.2740369,1.2751
1.4128116,1.4133
1.0909378,1.0896
3.2009514,3.19688
3.6645192,3.66124
2.2276045,2.2289
3.851516,3.85124
2.7452967,2.7495
4.8047058,4.81062
1.2699134,1.2697
3.6436838,3.6389
4.6817759,4.6825
3.5905972,3.5902
1.5384567,1.5421
4.0730983,4.07424
0.6604253,0.6752
1.692466,1.6858
1.7456133,1.7366
3.4074253,3.40644
0.2859629,0.2905
2.8917644,2.8829
1.0256378,1.0204
2.4707292,2.4752
-0.728446,-0.7281
4.0733998,4.08076
3.3580693,3.3548
3.2500602,3.241
2.5105477,2.51078
1.182787,1.1842
1.1707981,1.1776
1.7158618,1.7098
2.5540068,2.5524
0.7931988,0.7994
2.4064124,2.4121
1.8040534,1.8096
1.247832,1.2548
1.5425862,1.5429
2.7438955,2.74312
2.9159019,2.9142
3.1157529,3.1134
3.1445763,3.1468
1.6729525,1.66774
1.6925555,1.6938
3.106943,3.10162
2.2157639,2.2251
4.6106477,4.6077
1.9927453,1.9806
4.0082448,4.01816
5.2583806,5.25302
2.2221276,2.22152
2.4327859,2.43502
2.6062559,2.6112
3.6923625,3.6996
4.5806246,4.5795
3.0783931,3.0791
4.1062625,4.09772
2.0488365,2.0462
1.9343675,1.93562
0.5992045,0.5913
3.5543382,3.55022
6.328749,6.4223
4.7020688,4.70212
3.2848403,3.2909
3.4963185,3.4969
1.6672153,1.6693
-2.4875354,-2.47398
0.7937376,0.7936
2.3347011,2.33604
0.3908214,0.38652
1.2165219,1.2143
1.8981101,1.89858
1.299078,1.3353
1.8620065,1.85982
3.4593884,3.4538
2.0185997,2.01272
2.3719297,2.3639
4.3071735,4.3013
0.5482066,0.5484
2.1600971,2.1691
2.2824253,2.25862
3.2699707,3.275
3.224959,3.2276
4.2169,4.2089
0.1701296,0.1724
1.4372969,1.4293
1.201522,1.20362
1.7403023,1.742
2.9212383,2.9278
3.496554,3.4903
3.4521138,3.4512
0.2196557,0.2253
0.2174647,0.2077
0.713897,0.7145
3.3287022,3.321
3.3195586,3.3212
3.2953208,3.2926
2.0315945,2.031
4.3632906,4.36056
3.7909981,3.7865
3.5136335,3.51198
2.0548398,2.04548
3.9709369,3.97192
1.6662269,1.6614
4.2003217,4.2082
1.5572563,1.5536
0.6385569,0.6356
3.852573,3.85472
1.486811,1.4871
0.3642817,0.3728
1.3945588,1.3979
0.9126046,0.91506
1.3701507,1.3657
-0.0266158,-0.02268
2.3348694,2.33572
0.9791698,0.9841
1.5822448,1.5793
3.6838225,3.679
3.1147154,3.1098
4.3571621,4.3534
2.1018847,2.10102
2.0609865,2.0558
3.5406936,3.547
1.2567419,1.2605
0.3666315,0.3741
2.8704508,2.8646
4.700878,4.6905
5.3371102,5.33252
1.1863958,1.1883
3.6650456,3.6632
1.0281731,1.0263
3.7526159,3.75524
4.7933454,4.7986
1.7505475,1.7534
-0.0176514,0.1055
4.2819019,4.2793
3.885372,3.8861
1.9306587,1.9255
3.0946698,2.6458
1.8924698,1.895
2.9446256,2.952
1.2545431,1.25622
1.8658318,1.8656
2.9996834,2.9947
4.2590417,4.25792
3.6205878,3.6207
3.1835365,3.18472
4.8106948,4.8031
4.1752424,4.17882
4.137036,4.1375
3.6029084,3.59882
4.2948207,4.2914
3.7875119,3.7822
3.3316347,3.32718
3.7528902,3.75452
4.1767287,4.17884
3.8123279,3.80942
3.3954364,3.39304
0.9522902,0.95882
4.1278678,4.13052
1.3418302,1.3426
3.7166218,3.7086
3.4518704,3.45352
-1.2035992,-1.1921
-0.3771719,-0.3802
3.5771963,3.5721
4.655232,4.6542
4.2102768,4.2085
2.1794124,2.1785
0.7786653,0.7803
2.6558206,2.65698
1.8098456,1.8083
2.85146,2.8424
0.7258718,0.7297
3.9151905,3.9157
1.7066119,1.7059
3.8474964,3.84992
2.0554351,2.0524
1.4635694,1.4593
2.3405487,2.34338
3.2548554,3.25164
1.3875732,1.38908
1.6553838,1.6599
2.3825971,2.3836
2.8050845,2.80568
4.251634,4.25552
2.6701215,2.6722
3.976543,3.98082
2.761997,2.7683
3.8182374,3.82232
2.2631696,2.26564
1.192872,1.1947
2.8922929,2.89484
3.0855368,3.08192
2.4282264,2.4245
3.4424127,3.4473
2.8388833,2.8426
3.6954995,3.695
2.105233,2.0977
0.8371069,0.84082
3.0104904,3.0066
2.5688952,2.56928
2.3936348,2.39682
4.4523571,4.4568
1.6483279,1.6481
1.497098,1.4985
1.0154621,1.0086
3.663339,3.65494
1.210603,1.2145
0.0333817,0.0414
1.3347699,1.337
2.2223558,2.2213
0.1019908,0.107
4.1196342,4.1197
0.4144655,0.42
1.6440886,1.6472
1.9874701,1.98462
-0.7735254,-0.7769
3.2800637,3.28012
-2.778926,-2.7706
1.2087222,1.21062
-2.2965765,-2.2908
3.8498424,3.8529
1.0219349,1.0246
2.788202,2.79182
3.7997576,3.8003
2.8668685,2.86748
2.7099356,2.7183
3.3206975,3.3213
1.0605689,1.0623
2.7796077,2.7824
